review,score,aplikasi
"pesan di lazada selaluu ada Kurrir yang meneror dari alasan paket tertukar, sistem cod bermasalah dan ujung-ujungnya disuruh tranfer padahal barang masih di packing atau meninggu kurir",5,Lazada
manfaat bgt,5,Lazada
"saya mengalami bug pada apk nya tidak bisa membuka gambar pada penilaian produk toko awal ny kukir jaringn sama hp saya yang bermasalah tapi setelah saya coba di apk lain lancar aj, mohon ditingkatkan lagi untuk pngalaman pengguna lebih nyaman tromakaihh. selebih nya aman",4,Lazada
pengembalian barang nya cepat jika barang rusak atau tidak sesuai,5,Lazada
josss jissss pokoknyamah,5,Lazada
"kesel bgt login nya bikin stress aneh bgt kocak lu semua, suruh hubungin nomor yang tertera pas dihubungi malah ga ditanggapi. bikin susah orang mending di shopee gampang login ribet lu aplikasi",2,Lazada
mengerikan.semalem ketipu atas nama di toko dasstore seperti kerjasama dengan pelaku.soalnya kasih informasinya jelas bgt.,1,Lazada
"maaf saya kurangin bintangnya, sekarang voucher diskon jadi ribet banyak yang gk bisa dipakai,ribet banget. jadi males belanja disin lagi",3,Lazada
mantap..semua jadi lebih mudah dan murah,5,Lazada
bagus,5,Lazada
aku suka lazada,5,Lazada
buruk,1,Lazada
bagus,5,Lazada
jos,5,Lazada
baik,5,Lazada
ongkirnya terlalu mahal🙏,5,Lazada
"no professional, pengiriman lama. dont use this apps.",1,Lazada
"sering di batalin gajelas, padahal pesenan lagi butuh",1,Lazada
najis ga bisa daftar ini no baru hp baru yg lama ilang..akunterkunci alasan UL00?? ga paham samsek bintang 1 cocok lah,1,Lazada
baguss semoga kedepannya vocer gratis ongkirnya lebih sering lagi,4,Lazada
"waw, ongkirnya naik sampai 19.500.. selamat tinggal lazada, uninstall.. lebih baik pindah ke apk sebelah yg banyak promo gratis ongkir...",1,Lazada
lazada emang paling oke di barisan paling belakang pokonya mmmuach 😘🤣,1,Lazada
"beli 3 barang yang datang 2, padahal produk lazmal.",1,Lazada
"maaf kebanyakan toko yang menjual online banyak tukang tipu,dua barang yang ku pesan tida sesuai dengan order",1,Lazada
"kenapa smp skr koin hadiah dari game daily reward nya ttp g bs diklaim sih kak klo bgini trs kn keburu batas wktunya hbs dan q mainya sia2 aja deh,tlong dong diprbaiki lg aplikasinya agar typ game yg ada hdiah koinya bs lgsg diklaim sesuai aturan main,ini mau update apk nya jg gk ada tombol update nya kn jd dkit kcwa dan bingung deh",1,Lazada
"Mengecewakan tiba2 payLaternya dinonaktifkan, padahal selama ini bayarnya lancar2 aja.",2,Lazada
"aplikasi ga jelas, estimasi hanya 2 hari dan paket sudah status dikirim kurir namun sudah 5 hari belum sampai, dengan akal akalan aplikasi buat konsumen tidak mendapatkan lazreward mengatakan pengiriman gagal karena kelalaiam konsumen padahal kurir tidak mengantarkan dan ss chat yang dikirim juga bukan chat dengan saya",1,Lazada
sangat puas,5,Lazada
pengalaman saya lebih baik jgn di pakai ini apk udh jelek,1,Lazada
"suka belanja di lazada kalo seler nya jujur, tp ada juga yang GK juju bikin kesel aja",5,Lazada
"nyari apa saja ada, makasih lazada 🙏🙏🙏🙏",5,Lazada
selalu mantul produk y,5,Lazada
sesuay pesanan barangnya bagus,5,Lazada
sangat membantu buat belanja lebih simpel,4,Lazada
keren,5,Lazada
"hati hati jika ada yg menghubungi mengatas namakan kurir pesanan kita,mintak tf paket pesanan kita kalo kita pesanan COD itu tetap bayar di tempat kalo ad yg mintak tf jangan itu penipuan saya hampir kena tipu,lebi baik chat ke toko pesanan langsu",4,Lazada
lazada makin keren,5,Lazada
lazada minta tolong dong 🥺kasih ongkir jangan ke mahalan ya pliss 😭,4,Lazada
"kekurangan lazada dari platform lain seperti shopee, yaitu pengiriman nya lambat, lama, jadi lazada terasa tertinggal",2,Lazada
"aplikasi paling sampah yang pernah ada, mau bikin akun lazada aja sering ke banned padahal ini HP saya baru beli kemaren masih fresh juga",1,Lazada
"keamanan akun tdk terjamin,penjual bnyk yg nipu,proses pengajuan barang k toko lama,mnta nmr resi toko berbelat belit,pengembalian dana tdk d transper2 ,tdk pesan barang d kirim barang,mohon untuk k depan yee tlg d teliti lagi dan d tindak lanjuti buat toko yg nipu2 mending d cancell aja nyusahin bnyk orng dan buang wkt sia2,bikin menjatuhkan imez lazada tdk baek ,konsumen kecewa .mks",1,Lazada
pengembalian uang lama dan penarikan uang retur ke rekening juga lama,2,Lazada
"pengiriman cepat,kurir nya ramah2 mantapp👍",5,Lazada
"aplikasinya lemot babgettt sumpah berat banget di pkenya gila,mau hapus akun aja verifikasinya butuh wktu 1jam bisa lebih tolong lazada lebih di kembangkan lagi aplikasinya biar yang",1,Lazada
Baik tepat waktu,5,Lazada
"Saya Merasa Kecewa Dengah Aplikasi Lazada, Karena Lazada Istri Saya Di Tipu Orang tak di kenal, mengatas namakan lazada melalu Telpon. jadi istri saya mendapatkan Hutang . barang Henpon. padahal kami tidak ada bermaksud untuk kredit Henpon Samsung di Lazada .yang ngambil henpon itu orang tak di kenal melalui Lazada Paylater istri saya, melalui Telpon kode OTP. sekali lagi saya kecewa intinya aplikasi Lazada gak aman mudah di jebol Oknum Nakal .. saya memohon kepada lazada di pertimbangkan",1,Lazada
"saya blum pernah menggunakan lazada sama sekali, tapi kenapa pas saya mau daftar itu ada keterangan ""akun kamu dikunci karena alasan keamanan""?? ingey yaa, SAYA BELUM PERNAH MENGGUNAKAN APLIKASI LAZADA INI",1,Lazada
kadang barang nya g sesuai dengan apa yang dibeli dan juga harganya ga sesuai yg tadinya 10k pas.mau beli jadi 32k tolong untuk pemberian ongkir dll dikurangi sebab bisa menyebabkan kesalahpahaman,3,Lazada
baik,5,Lazada
"ini LAZADA benar2 gak ada peningkatan,udah ongkir mahal,pengiriman Lambat sekali,saya beli barang hampir seminggu masih blm datang,benar2 kecewa,padahal dulu sering belanja lwt LAZADA gak begini🤦",1,Lazada
mudah dalam pembayaran,5,Lazada
"uang saya di curi lazada 6 juta gk bisa lagi di ambil,mohon minta bantuanya ke temen temen yang baca ini,lazada diam diam ambil uang kita,",1,Lazada
harganya murah sekali,5,Lazada
"Sekarang males belanja d Lazada mahal d ongkir,,,mending d shopee gratis ongkir...makin ke sini makin merosot aj keuntungan yg bs d ambil dr Lazada ...",2,Lazada
mantap,5,Lazada
sangat memuaskan dan mudah digunakan aplikasinya dan transaksi terpercaya,5,Lazada
aplikasi aneh masak mau daftar aja susah . kalau gak mau di pakai buat belanja yaudah,1,Lazada
lazAda udah ga minat LG karna ongkir nya mahal2 pindah ke aplikasi sebelah ajah gratis ongkir,1,Lazada
pegiriman makin ke sini makin buruk.. paket sata tiba2 gagal pengiriman alasan uang pelanggan tidak cukup. padahal sudah di bayar lewat dana,1,Lazada
sangat memuaskan,5,Lazada
"tolong dong pengiriman LEX di perbaiki, sering telat gak tepat waktu. kalau bukan kurir langganan, pengiriman gagal gak jelas.",3,Lazada
"lazada sekarang pelit bgt promo sama ongkir,biarpun belanja diatas 100ribu masih harus nanggung ongkir 25ribu atau bahkan 48ribu haduh repot bgt kalo kaya gini trus bisa2 saya pindah ke tiktok sma shopee klo beli barang harga 24ribu trus ditotal sma ongkir malah jdi 29ribu haduh berat diongkir sumpah lazada sekarang",3,Lazada
"lazada mulai ke Kalimantan Timur pake nija, barang gak pernah di antar,udh 2x laporan,gak jelas juga nyari kesalahan pembeli",1,Lazada
keren,4,Lazada
the best lazada,5,Lazada
suka banget pake lazada pas promo harga murah2 banget...gak kaleng-kaleng potongan harganya 👍👍👍👍,5,Lazada
Saldo dana saya tiba tiba berkurang 200k padal saya tidak melakukan transaksi apapun dengan no rek dan lazada kok bisa hilang saldo,1,Lazada
"tiba2 ga bisa pake fitur cod, padahal ga ada masalah sama sekali selama pemesanan,malah prnah hampir di tipu sama ekspedisi. makin ga jelas aja ni lazada",1,Lazada
Lazada sangat membantu sekali dlm mencari barang yg dibutuhkan dg lengkap dan mudah di dapat,3,Lazada
saya hapus lagi soal nya ongkir nya mahal masa barang 20k pakai ongkir jadi 70k kan mahal ongkir dari pada barang,1,Lazada
slalu langganan,5,Lazada
ongkirnya jngan mahal2,5,Lazada
Memudahkan cara belanja yg cepat...!!!,5,Lazada
belanja apa pun lebih mudah. harga bersaing.,5,Lazada
ongkirnya terlalu mahal dibandingka dengan SHOPEE,2,Lazada
ongkir nya mahal,1,Lazada
apk lazpay dg bunga tertinggi. udh mahal banyak biaya penanganan lah biaya ini itu lah. Halah mending Shopie gratis ongkir gada biaya ini itu cepet lagi datangnya.,1,Lazada
ngasih² promo giliran dapet trus digunain malah ada pembatalan sepihak.,1,Lazada
aplikasi banyak penipuan,1,Lazada
b3 dulu kalo pervek baru 5,3,Lazada
mending dishope aja belanjanya cepet GK Kya lazada sampe 10 hari GK nyampe2,1,Lazada
memudahkan untuk belanja,5,Lazada
bagus aplikasinya banyak diskon sebenernya tapi sayangnya ongkirnya kadang mahal,5,Lazada
Apk bgus,4,Lazada
"MAKIN KESINI MAKIN BANGKRUT,HARGA MAHAL,ONGKIR MAHAL LAZREWARD SUSAH.... 👎",1,Lazada
👍,4,Lazada
bekali kali ajukan pengembaliann dana di tolak terus dan nampungin toko toko PENIPU giliaran d RETURN sulit mau gua uninstall nyesel belanja d lazada,1,Lazada
belanja di lazada sangat memuaskan sudah ada paylater jg jd lebih mudah tks,5,Lazada
bagus,3,Lazada
banyakin diskon dong untuk akun saya,5,Lazada
akurat,5,Lazada
pelayanan baik,4,Lazada
lazada kok udah ongkir mahal kok pengirimannya barangnya kok gak bagus aku kan beli mainan kok udah sampai tapi dah rusak dan mohon diperbaiki,2,Lazada
stiap blanja di lazadabarang real pict,5,Lazada
puas,5,Lazada
banyak Barang Yang Nggk Sesuai,1,Lazada
bagus,5,Lazada
aplikasi ini dgn mudah untuk berbelanja,5,Lazada
sebegitunya gencar promosi dan bekerja sama dgn banyak apk lain. tp masih banyak komplain ??,1,Lazada
jangan ragu belanja dilazada,5,Lazada
reponya kurang lazada kya gak niat jualan..,1,Lazada
kirim sesuai pesanan .kadang tidak sesuai dgn pesanan.,2,Lazada
kalo celana ny sampe nya sama dgn yg di posti itu aku sangt puas tpi klo dia smpe dgn beda aku akn sngt kecewa.semoga amanh toko ny amin🤲,5,Lazada
"kok saya login tiba2 akun saya dibekukan, , kenapa ini!!!!",2,Lazada
mantap langsung mudah dipasang,5,Lazada
good,5,Lazada
sangat penting,5,Lazada
"APK GAJELAS ! KATANYA DAPET FREE 3 ITEM KARNA PENGGUNA BARU, TAPI TIBA TIBA DI BATALIN SEPIHAK ANEH BANGET GAJELAS !",1,Lazada
aplikasi ga layak pake belanja di lazada bertaun taun giliran ada lazbon ga di acc terus emang aplikasi gajelas kapok pake lazada,1,Lazada
bagus,5,Lazada
ok,5,Lazada
bagus dapet diskon. saya beli baju Haraga Rp.0 terimakasih lazada,5,Lazada
"Saya tidak percaya saya ingin membeli sesuatu tetapi sebaliknya saya diminta untuk log masuk, sebenarnya tidak salah tetapi saya telah meletakkan email saya dengan benar dan nomor WA saya juga betul 100% tapi apa yang apk ini bilang ke saya dia bilang, not . aduh lupa lagi inti jya ga bisa sama sekali saya login nya. untuk apk ini tolong di permudah untuk login nya jangan ribet².",1,Lazada
makin jadi masuk aplikasi sendiri...dah hapus sekalian,1,Lazada
jos,5,Lazada
"aplikasi kaga jelas pas daftar malah telfon nya ga muncul muncul giliran udah muncul malah di suruh menghubungi nomor hp orang yang ga di kenal, gajelas bet",1,Lazada
"udh bagus pelopor gratis ongkir, eh malah jd ada. yg sebelah rame 0 ongkir ini mlah ada. menuju kemunduran",3,Lazada
ok,5,Lazada
jos,5,Lazada
good,5,Lazada
Makin ancur ini lazada... udah ongkir nambah dan biaya beli barang nambah.. tapi pengiriman dari jakarta ke Jawa Tengah aja butuh waktu 4 hari. padahal penjual sudah menyerahkan barang tapi Lex pengiriman yg lama.. mangkanya saya sudah 4 bulan ini belanja di apk lain yg lebih cepat pengiriman.,1,Lazada
"Sudah lama belanja online di Lazada krg lebih 20 thnan disebabkan barangnya sesuai foto dgn deskripsi, ketepatan estikasi waktu yang diinfokan, diskon dan gratis ongkir. Terima kasih Lazada",5,Lazada
puas belanja di lazada,5,Lazada
kren,5,Lazada
baik,5,Lazada
"yaampunnnnnn, ongkirnya mahal bangettttt😭 bukan lagi beli barang, ini sudah beli ongkirrr,🫢😶‍🌫️",1,Lazada
saya sudah lama berlangganan belanja di lazada,5,Lazada
waw,4,Lazada
ok,5,Lazada
cepat datang nya,5,Lazada
menurut saya aplikasi ini bagus tapi tidak dengan kurir nya kurir nya tidak jujur dan selalu menambahkan ongkir nya sendiri seharusnya gratis ongkir malah jadi banyak ongkir misal harga barang RP 10.499 harusnya pas datang hanya RP 11.000 malah jadi RP 19.000 ongkir nya tolong perbaiki untuk Pete lazada sendiri,1,Lazada
ongkirnya ada yang mahal. tidak seperti toko shop lainya . gak bisa gratis full. dan dapat vocer kayak gak ada gunanya. beli pakai vocer gak lebih murah malah lebih mahal dari harga aslinya.. 👎,1,Lazada
makin kesini makin lelet ekspedisinya,1,Lazada
kelihatan nya kuat dan kokoh,5,Lazada
duh cantikknyaaa,5,Lazada
sangat membantu,1,Lazada
asal seportifnya di tingkatkan tak kasih bintang 5,5,Lazada
ok lah siip,4,Lazada
pelayanan cepat & trbaik,5,Lazada
Alhamdulillah sejauh ini amanah... return pun di proses...,5,Lazada
trimakasih,5,Lazada
"Sangat kecewa dengan toko, salah kirim lah,,, barang ga ada sementara promo kaya yg iya, selektif lagi ya",1,Lazada
DANA return jarang balik ke dompet padahal status sudah selesai dan ket. telah dikirim dananya ke aplikasi DANA. pihak DANA ditanya suruh tanya ke LAZADA. PUSING MUTER BAE.,3,Lazada
saya belanja tapi tidak sampai dan lazada tidak ada pertanggungjawaban,1,Lazada
"Toko onllaen yang dapat dipercaya dengan harga yang bervariasi,jangan salah pilih teliti sebelum membeli.Hati hati dalam membeli terkadang ada seller yang nakal.",5,Lazada
"ini lazada server nyh tolong dong perketat, cos bnyak kejadian scemer , yang tau klo kita punya pesann , apa lagi pesann byar qris/dompt digital. itu jdi ssaran, modus nyh resi tertukar dngn pakt cod yg jumlh ny fantastis ratusan rebu, sedangkan kita pket udah bayar d bawah 50k. alasan nyh mau ngembaliin dana. tau nyh mau masuk ke dompt digital kita atau m banking. ini pasti server lazada bocor. yg d kambing hitamkn pihak expedisi mengatas namakan jne,jnt,ninja , yg sering ninja .",3,Lazada
sangat baik,5,Lazada
ongkir kurangin dong masa kalah sama shopee,4,Lazada
"lazada itu apk ter fav tapi skrang ongkirnya gk kira² jadi banyak yang bermasalah karna ongkirnya, tolong balikin lazada yg dulu biar tiap hari slalu ada paket dateng kerumah",5,Lazada
mantap,5,Lazada
bagus,5,Lazada
LAZADA ITS THE BEST,5,Lazada
pelayanan bagus,5,Lazada
ongkir gak ngotak!!!,2,Lazada
"kenapa ongkirnya mahal2, dan tidak ada gratis ongkir?",3,Lazada
"udah langganan belanja di lazada,, sukses terus buat Lazada",5,Lazada
"Ongkirnya itu lohh, mahalnya minta ampunnn.. harga produk 10rb tiba"" jadi 23rb gara"" ongkirnya 13rbuuuu😩😩, yahh buat kaum mendang mending lazada ga cocok di guwaa🙂🙂",4,Lazada
"ongkirnya gak NGOTAK...d tambah ada biyaya Embelembel, Bentar lagi juga TENGGELAM nihhh LAZADA",1,Lazada
Oke,5,Lazada
ongkir mahal tapi pengiriman lambat bangat sekarang lazada enggak sprti dulu cepat agak kecewa dengan lazada yang sekarang. 😥😥😥,3,Lazada
sukses,5,Lazada
sangat memuaskan,5,Lazada
Lazada memang bisa di andal kan.,5,Lazada
masih pengguna baru,5,Lazada
"Jelek... Voucher tidak bisa.. barang dikeranjang murah, pas mau di co harga mahal . voc nya tidak nempel males.",1,Lazada
tolong berikan potongan harga termasuk ongkir jika barang yg kita pesan dengan nominal d atas 20k jngan ongkir bertambah dan minimal belanja 100k klo beli nya bijian rugi berat di ongkir trimakasih,4,Lazada
produk nya selalu liar bias a..mantap,5,Lazada
sangat baik,5,Lazada
Mantap,5,Lazada
"aplikasi lazada sekarang payah pengiriman barang lama dan banyak penipuan barang yang dikirim tidak sesuai, mohon lazada lebih selektif lagi dalam memilih seller/reseller, terutama sistem COD saya selalu dirugikan",1,Lazada
bagus,5,Lazada
saya sangat suka berbelanja di lazada,5,Lazada
mantap beh,5,Lazada
ongkirnya mahal,4,Lazada
ok bangget,5,Lazada
memudahkn pembeli,5,Lazada
lazada makin kesini malah makin kesana😤😮‍💨,1,Lazada
oke sangat baik,3,Lazada
ok,5,Lazada
belanja aman di lazada thebets,5,Lazada
bener bener parah ini lazada makin kesini. pengiriman gak jelas. kapok belanja disini lagi.,1,Lazada
good job ajah,5,Lazada
murah di lajada,5,Lazada
memuaskan,4,Lazada
sangat bagus ✌🏼,5,Lazada
bagus sekali,5,Lazada
mantap selalu tepat,5,Lazada
Terimakasih,3,Lazada
oke sangat. keren sik,5,Lazada
"plis adain gratis ongkir rp.0 ya setiap hari,soalnya membantu banget potongan koinnya,udah effort banget ngumpulin koin eh liat ongkirnya bikin syok💔",3,Lazada
gk sebagus dulu,5,Lazada
sangat puas blnja di lazada . terimakasih,4,Lazada
Udah promo harganya tetep paling mahal... wkwkwkwk.,2,Lazada
"berantas seller2 yg bandel pasti lazada tetap jaya. semangat trs. saya suka game2 nya. saya main merge udah sampe 445 , karena emang seenak itu .",5,Lazada
"barang yg dibeli,datang sesuai yg ditawarkan/dlm postingan... itu yang saya suka",5,Lazada
cepat pengirimannya,5,Lazada
trimakasih lazada,5,Lazada
bayak penipu yah di lazada,1,Lazada
"sudah 2 kali pesan ,pesanan tidak ada yang benar, banyak penipuan di aplikasi ini",1,Lazada
masih terus berlangganan. mantap harganya..,5,Lazada
LAZADA TIDAK AMAN UNTUK PERLINDUNGAN KONSUMEN,1,Lazada
"sekarang belanja di lazda dah gak aman byk toko penipu , barang yg di tampilin bagus pas kita order barang busuukk mana ongkir nya mahal harga barang gk ngotax",1,Lazada
saya gak punya aplikasi lazada tp knp saldo dana saya ditarik Rian Pratama lazada. kembalikanlah uang ku walau cuma 266rb tp berguna buat keluarga ku,2,Lazada
Bagus memuaskan,5,Lazada
"Dgn aplikasi lazada ini saya merasa terbantu sekali kita bisa belanja tanpa harus keluar rumah mudah dlm penggunaanya byk voucher dan diskon nya.""terima kasih.",5,Lazada
"lazada aneh, kalau akun yang sudah lama jadi mahal-mahal ongkir nya apalagi yg udah terdaftar paylater, jd makin mahal. tapi kalau akun baru jd pada murah² harga atau ongkirnya",1,Lazada
"pertama kali pake aplikasi lazada malah bikin kapok ,, paket ga di anter sama kurir tapi di apk di bikin udh di kirim sama ada bukti penerima padahal belum sampe sama aku konfirmasi ke aku pakete hilang suruh tanggung jawab dngn cara di cari malah bilange males nyari ,, udah gtu komplen ke lazada sama lex id ga ada balesan sama sekali",1,Lazada
tong dong lazada aku kalo mau beli barang kenapa ongkir nya mahal banget apalagi beda sama yg di foto aku setiap mau beli mahal ongkirnya dari pada yg di jualnya contoh aku beli yg harganya 9.500 ongkirnya 18.000 kalo beli nya 10.000 ongkirnya 10.000 juga tolong dong ongkirnya di perkecil minimal 2000-5000 lah,4,Lazada
denda paylater nya mahal bngt pdhal bunga nya udh lmyan juga ..msa telat 3 hari denda 80rb paylater 50rb pdhal baru kali ini telat biasa nya juga tepat waktu..parah ..,1,Lazada
aplikasi penipuan,1,Lazada
mudah di gunakan dan sangat sangat membantu,5,Lazada
"sekarang ongkir mahal tidak gratis,estimasi tidak sesuai harapan selalu melebihi estimasi tidak seperti dulu lagi",1,Lazada
"kurir2nya pada males,kadang menggagalkan kiriman seenaknya sendiri,padahal saya penerimanya sudah menunggu lama(LEX ID)",3,Lazada
"mau retur susah, lama, udah gitu ditolak gada respon juga dari cs lazada, semua data udah lengkap, beda sama shopee yang Gercep, galagi pakai lazada",1,Lazada
aplikasi sangat membantu memberi playlater tapi tidak bisa digunakan lazada memang tpo arkoyop,5,Lazada
slalu mudah apa yang kita inginkan,5,Lazada
cepat responnya,5,Lazada
harga mahal dan ongkir mahal... sampai nya lambat...,1,Lazada
"IKLANNYA MAKSA BGT, KESEL TAU GA LAGI NONTON TIBA-TIBA MASUK KE PLAY STORE BUAT DOWNLOAD LAZADA",1,Lazada
"Kalau bisa jgn pernah isi saldo di lazada, penarikan nya 2 minggu belom selesai dan team dari lazada tidak bisa kasih penjelasan masalahnya, saldo hilang masuk rekening tidak.",1,Lazada
ok,5,Lazada
oke,5,Lazada
cara aktifkan Paylater di lazada,5,Lazada
"kasih bintang 3 dulu ,klau cocok pesenam saya kasivbintang,,,5 terimah kasiih",3,Lazada
aplikasinya bagus cepat pengirimannya,5,Lazada
pesanan saya dari tgl 18 nov 2025 atau sudah 2 minggu lebih tidak di kirim penjual dan chat juga sama sekali tidak di balas penjual. lebih parah nya lagi sistem dan admin lazada tidak membatalkan pesanan yg sudah lama tidak terkirim oleh penjual. pihak lazada tidak bisa memberikan solusi terbaik untuk pembeli. saya berjanji akan log out dan hapus akun lazada.,1,Lazada
okeeee,5,Lazada
aplikasi gajelas ganggu mulu iklannya,1,Lazada
mantap lazada paylater,5,Lazada
ok sangat membantu,5,Lazada
ok banget,5,Lazada
saya suka dengan aplikasi lazada dan semuanya yang terkait di dalamnya saya kasih bintang 5 pul terimakasih,5,Lazada
"saya pelanggan lama yang masih percaya lazada dari awal, semoga lazada makin the best dr segalanya",5,Lazada
oke,3,Lazada
tiba-tiba aplikasi lazada sy menghilang?..tolong dong muncul lagi gi caranya. masalah nya. payah later sy dah banyak,4,Lazada
mantaaapp,5,Lazada
cepat pengiriman nya dan sukses terus untuk Lasada,5,Lazada
aplikasi belanja serba murah dn bagus,5,Lazada
"saya bertahun tahun pakai lazada, tapi makin kesini makin buruk pelayananya, pesanan terlambat jauh dari tanggal estimasi, melacak pesanan tapi jawaban cs tidak memuaskan, harusnya lebih kompeten ke agen penjual dan jasa pengiriman, agar pelanggan mudah melacak pesanan.!!!!!!!!!!!!!",1,Lazada
mantul daahh,4,Lazada
"selalu cepat pengirimannya, pengemasan dr seler jg aman 👍🙏",5,Lazada
"Lazada sekarang meresahkan, banyak oknum""/toko yang tidak bertanggung jawab, udh bayar tpi barang gk d kirim, uang pun tidak d kembalikan, miris",1,Lazada
sangat baik,4,Lazada
"mahall ongkirnya, bisa2nya paketku tertukar dengan paket lainnya, pdhl paket cuma seribu aja kok bisa tertukr sama hp yg jutaan, emg aneh ga bener bgt",2,Lazada
trimakasih lazadaaa ada even 0 rupiah dan gabayar sama sekali. trimakasih untuk hadiah nyaaaa,5,Lazada
sekarang rezwarsnya susah ga kaya nonton 90 detik,5,Lazada
wahhhh banyak bangett diskon nya jadi seru nih belanja di lazada 🥰🥰,5,Lazada
Cukup puas,5,Lazada
lazada ok bgt,5,Lazada
harus selektif dari penjualan nakal.🙏🙏,5,Lazada
bagus,5,Lazada
"bnyak gni gtu ny, gk ad bebas ongkir vouche bonus koin akan tidak sesuai dengan ap yg kita akan beli, minimial belanja kategori belanja selalu tidak muncul dengan yg kita ingin belanja , di gocek gocek barang jg kdang tak seseuai , aduh gmn ia segini saya pelangan lam ap lg yg baru...",1,Lazada
"mengecewakan, estimasi pengirimannya mundur terus. payah pokoknya. jaminan tepat waktu apanya",1,Lazada
mantap poko y,5,Lazada
terimakasih lazada,5,Lazada
"sekarang ongkir nya mahal, jadi males.",1,Lazada
mantap,5,Lazada
Bagus,5,Lazada
mantap,5,Lazada
Jooossss,5,Lazada
ongkirnya diturunin,5,Lazada
kenapa akun saya tidak ada gratis ongkir sama sekali,3,Lazada
barang barang terbaik buat saya puas,5,Lazada
tolong dong jangan sampai datang barang ukuran nyah buat anak anak,5,Lazada
semakin lama semakin lambat pengirimannya dan semakin mahal di ongkir ..,2,Lazada
kek gak jelas paket ku 2 di batalkan dari pihak lazada kek apalah udah di tunggu tiba tiba gak bisa di lanjutkan kan katanya ke tuker ama paket orang aneh males gue beli di sini dari dulu tak jelas mulu,1,Lazada
"belanja tidak puas sama sekali dan iklan apk ini selalu muncul di setiap membuka apk lain, dan itu sangat mengganggu",1,Lazada
habis di update aplikasinya jadi gak kayak dulu potongan harga laz coin dan gratis ongkir nya...... nyeseeeeekkkkkk.......,3,Lazada
SARAN DARI PEMBELI. KALO BISA SEMUA BARANG DI LAZADA BISA COD CEK DULU SEPERTI DI SHOPEE. KARENA BANYAK PEDAGANG NAKAL YG JUAL BARANG GAK SESUAI. MENGANTI BARANG LAIN YG NILAINYA SAGAT RENDAH DI BANDING DG HARGA BARANG SEBENARNYA. JUGA ADA YANG SEGAJA KIRIM BARANG RUSAK KE PEMBELI. DAN JUGA SUPAYA EXPEDISI JUGA BERHATI HATI DALAM PENGGIRIMMAN BARANG SUPAYA TIDAK RUSAK.,3,Lazada
ONGKIR NYA MAHAL BANGET GILA HAHAHA,1,Lazada
mantap keren,5,Lazada
"makin ke sini potongan koin dan vouchernya makin berkurang, jadi ngga suka lagi sama Lazada. harganya juga lebih mahal daripada si oren",1,Lazada
ok,5,Lazada
"saya suka dikarenakan banyak discount dan murah serta banyak pilihan barang sesuai kebutuhan, dan yg penting sistim COD.makasih lazada",5,Lazada
sangat bagus danpuas,5,Lazada
baik,2,Lazada
"Hebat ya Lazada sekarang, sudah mulai nakal dan suka berbohong, khusus bagi yg buat akun baru di Lazada dan di tawarkan sejumlah hadiah produk gratis jangan mau karna semuanya bohong,modus dan php doang,buktinya 3 produk di akun saya sudah 2 minggu lebih masih di proses penjual terus,ini produk yg Rp.0 jadi jangan sampai tergiur kebohongan dari pihak Lazada,dan mirisnya lagi saat hubungi cs lazada,csnya pun seolah tak mau tahu hanya bikin laporan kasus doang tp tak bisa berikan solusi",1,Lazada
kenapa vapor gk bisa di beli di lazat,1,Lazada
"Males sekarang Vouchernya ngga nempel, promo2 pun percuma malah mahal....",1,Lazada
"mahal amat ongkirnya,masa cuma mau pesan barang yang harganya ngak nyampek 50 ribu,tapi ongkirnya hampir nyapei 100ribu 🗿",5,Lazada
"admin lazada yg trhormat plis dong klo ngasih game yg ada hadiah koin lazreward nya yg bneran dan jngan cm iming2 alysa hoax doang gini,masak di game daily reward udah nyampe target level 100 pas mau di klaim koin lazrewardnya tapi ttp gak bisa2 sih pdal dlu kan awalnya klo mau dpt koin lazreward cm hrs nyelesein smpe level 60 aja dan dptnya 60rb tp knp stpah nyampe level 60 koinya gk bs diklaim dan persyaratanya kudu nyampe level 100 dl eg skr udh nyampe level 100 msh aja ttp gk bs diklaim kan",2,Lazada
kenapa kadaluwarsa lazcoin hilang semenjak beberapa minggu yang lalu jadi gak kelihatan berapa koin yang akan kadaluwarsa tolong diperbaiki aplikasi nya,1,Lazada
belanja murah rezeki,5,Lazada
sangat bagus dan membantu,5,Lazada
"kategori barang campur aduk, terutama HP dan komponennya. Ini bikin: 1. Bingung: Pembeli susah bedain mana HP lengkap, mana cuma sparepart. Bisa salah beli! ​ 2. Rentan ditipu: Penjual nakal manfaatin deskripsi gak jelas. Harga murah, eh, ternyata cuma komponen. ​ 3. Ribet nyari: Gak efisien, buang waktu buat teliti satu-satu. Padahal maunya belanja online itu gampang. Solusinya : - Pisahin kategori: HP, sparepart, aksesoris, harus jelas! ​ - Filter lebih detail",5,Lazada
sangat puas,5,Lazada
keren,4,Lazada
semenjak sering ketipu sama reseller nakal GK amanah jadi malas belanja di lazada bila ada konsumen ngeluh aturan pihak lazada harus ada sangsi terhadap lesellernya karna untuk menjaga prioritas plafon lazada dan cara pengembalian barang juga ribet harus di terima dullu baru pengajuan pengaduan barang yg g sesuai di pesan apa yang di jual belikan,3,Lazada
lebih murah,5,Lazada
This app helps me shop from home,5,Lazada
mantap,5,Lazada
